IDX__global,IDX__step,IDX__sub_step,TARG__MGP_SARD,FUTU__D_SARD,FUTU__WIND_SARD,CONST__wd_sin,CONST__wd_cos,Hour,Date
125,5,5,37.58,799.0,202.674,0.781831,0.62349,5,2015-01-06
126,5,6,43.5,840.0,186.02,0.781831,0.62349,6,2015-01-06
127,5,7,52.0,892.0,167.466,0.781831,0.62349,7,2015-01-06
128,5,8,52.0,973.0,146.68,0.781831,0.62349,8,2015-01-06
129,5,9,51.04,1061.0,129.131,0.781831,0.62349,9,2015-01-06
130,5,10,50.28,1127.0,116.534,0.781831,0.62349,10,2015-01-06
131,5,11,49.1,1167.0,107.067,0.781831,0.62349,11,2015-01-06
132,5,12,47.97,1226.0,96.16,0.781831,0.62349,12,2015-01-06
133,5,13,45.11,1133.0,81.011,0.781831,0.62349,13,2015-01-06
134,5,14,45.44,1053.0,64.18,0.781831,0.62349,14,2015-01-06
135,5,15,52.49,1060.0,46.03,0.781831,0.62349,15,2015-01-06
136,5,16,57.89,1059.0,23.26,0.781831,0.62349,16,2015-01-06
137,5,17,64.0,1149.0,5.907,0.781831,0.62349,17,2015-01-06
138,5,18,65.85,1232.0,0.0,0.781831,0.62349,18,2015-01-06
139,5,19,67.1,1260.0,0.0,0.781831,0.62349,19,2015-01-06
140,5,20,67.0,1265.0,0.0,0.781831,0.62349,20,2015-01-06
141,5,21,65.0,1205.0,0.033,0.781831,0.62349,21,2015-01-06
142,5,22,60.678486,1115.0,0.0,0.781831,0.62349,22,2015-01-06
143,5,23,51.068946,1015.0,11.068,0.781831,0.62349,23,2015-01-06
144,6,0,49.92,833.0,21.555,0.974928,-0.222521,0,2015-01-07
145,6,1,45.5,751.0,18.35,0.974928,-0.222521,1,2015-01-07
146,6,2,45.0,726.0,15.287,0.974928,-0.222521,2,2015-01-07
147,6,3,41.85,706.0,9.4,0.974928,-0.222521,3,2015-01-07
148,6,4,41.85,708.0,16.366,0.974928,-0.222521,4,2015-01-07
149,6,5,44.32,751.0,19.071,0.974928,-0.222521,5,2015-01-07
150,6,6,51.96,865.0,22.358,0.974928,-0.222521,6,2015-01-07
151,6,7,70.0,1071.0,24.09,0.974928,-0.222521,7,2015-01-07
152,6,8,74.0,1191.0,26.192,0.974928,-0.222521,8,2015-01-07
153,6,9,70.95,1224.0,29.0,0.974928,-0.222521,9,2015-01-07
154,6,10,66.4,1246.0,37.394,0.974928,-0.222521,10,2015-01-07
155,6,11,63.98,1227.0,55.269,0.974928,-0.222521,11,2015-01-07
156,6,12,54.99,1256.0,75.775,0.974928,-0.222521,12,2015-01-07
157,6,13,52.62,1212.0,92.439,0.974928,-0.222521,13,2015-01-07
158,6,14,64.342233,1171.0,103.693,0.974928,-0.222521,14,2015-01-07
159,6,15,65.0,1165.0,106.393,0.974928,-0.222521,15,2015-01-07
160,6,16,71.1,1193.0,100.818,0.974928,-0.222521,16,2015-01-07
161,6,17,95.0,1295.0,90.618,0.974928,-0.222521,17,2015-01-07
162,6,18,99.0,1378.0,80.498,0.974928,-0.222521,18,2015-01-07
163,6,19,95.66,1392.0,74.765,0.974928,-0.222521,19,2015-01-07
164,6,20,80.0,1352.0,70.891,0.974928,-0.222521,20,2015-01-07
165,6,21,75.64,1259.0,68.222,0.974928,-0.222521,21,2015-01-07
166,6,22,67.36,1157.0,67.433,0.974928,-0.222521,22,2015-01-07
167,6,23,60.51,1023.0,63.686,0.974928,-0.222521,23,2015-01-07
168,7,0,46.481837,881.0,94.489,0.433884,-0.900969,0,2015-01-08
169,7,1,40.85,821.0,81.441,0.433884,-0.900969,1,2015-01-08
170,7,2,40.03,792.0,65.841,0.433884,-0.900969,2,2015-01-08
171,7,3,38.85,769.0,51.224,0.433884,-0.900969,3,2015-01-08
172,7,4,39.1,766.0,45.575,0.433884,-0.900969,4,2015-01-08
173,7,5,44.41,793.0,46.172,0.433884,-0.900969,5,2015-01-08
174,7,6,60.0,903.0,49.153,0.433884,-0.900969,6,2015-01-08
175,7,7,66.4,1117.0,53.713,0.433884,-0.900969,7,2015-01-08
176,7,8,78.24,1209.0,56.923,0.433884,-0.900969,8,2015-01-08
177,7,9,76.0,1286.0,65.617,0.433884,-0.900969,9,2015-01-08
178,7,10,71.35,1220.0,81.403,0.433884,-0.900969,10,2015-01-08
179,7,11,66.95,1215.0,98.686,0.433884,-0.900969,11,2015-01-08
180,7,12,57.75,1159.0,119.407,0.433884,-0.900969,12,2015-01-08
181,7,13,57.89,1181.0,141.577,0.433884,-0.900969,13,2015-01-08
182,7,14,65.15,1103.0,160.216,0.433884,-0.900969,14,2015-01-08
183,7,15,65.0,1071.0,174.306,0.433884,-0.900969,15,2015-01-08
184,7,16,69.99,1088.0,187.159,0.433884,-0.900969,16,2015-01-08
185,7,17,94.0,1164.0,202.377,0.433884,-0.900969,17,2015-01-08
186,7,18,94.0,1243.0,217.701,0.433884,-0.900969,18,2015-01-08
187,7,19,90.0,1257.0,226.81,0.433884,-0.900969,19,2015-01-08
188,7,20,78.8,1222.0,240.628,0.433884,-0.900969,20,2015-01-08
189,7,21,69.24,1163.0,265.324,0.433884,-0.900969,21,2015-01-08
190,7,22,60.99,1060.0,308.8,0.433884,-0.900969,22,2015-01-08
191,7,23,49.56,935.0,371.223,0.433884,-0.900969,23,2015-01-08
192,8,0,44.89,884.0,339.37,-0.433884,-0.900969,0,2015-01-09
193,8,1,41.1,826.0,384.452,-0.433884,-0.900969,1,2015-01-09
194,8,2,40.8,798.0,415.358,-0.433884,-0.900969,2,2015-01-09
195,8,3,40.03,783.0,439.951,-0.433884,-0.900969,3,2015-01-09
196,8,4,40.8,790.0,449.925,-0.433884,-0.900969,4,2015-01-09
197,8,5,46.21,825.0,448.982,-0.433884,-0.900969,5,2015-01-09
198,8,6,52.04,941.0,445.272,-0.433884,-0.900969,6,2015-01-09
199,8,7,66.4,1127.0,443.315,-0.433884,-0.900969,7,2015-01-09
200,8,8,78.89,1209.0,445.095,-0.433884,-0.900969,8,2015-01-09
201,8,9,71.94,1287.0,453.797,-0.433884,-0.900969,9,2015-01-09
202,8,10,65.394986,1248.0,463.619,-0.433884,-0.900969,10,2015-01-09
203,8,11,63.98,1202.0,453.414,-0.433884,-0.900969,11,2015-01-09
204,8,12,52.44,1199.0,424.51,-0.433884,-0.900969,12,2015-01-09
205,8,13,51.05,1152.0,403.573,-0.433884,-0.900969,13,2015-01-09
206,8,14,54.45,1112.0,400.148,-0.433884,-0.900969,14,2015-01-09
207,8,15,58.0,1099.0,401.776,-0.433884,-0.900969,15,2015-01-09
208,8,16,61.0,1136.0,407.276,-0.433884,-0.900969,16,2015-01-09
209,8,17,77.9,1211.0,422.173,-0.433884,-0.900969,17,2015-01-09
210,8,18,74.99,1270.0,444.065,-0.433884,-0.900969,18,2015-01-09
211,8,19,65.5,1280.0,468.794,-0.433884,-0.900969,19,2015-01-09
212,8,20,60.99,1240.0,496.044,-0.433884,-0.900969,20,2015-01-09
213,8,21,58.21,1178.0,521.211,-0.433884,-0.900969,21,2015-01-09
214,8,22,48.8,1085.0,541.696,-0.433884,-0.900969,22,2015-01-09
215,8,23,44.96,974.0,561.285,-0.433884,-0.900969,23,2015-01-09
216,9,0,42.49,859.0,599.868,-0.974928,-0.222521,0,2015-01-10
217,9,1,38.797225,783.0,632.948,-0.974928,-0.222521,1,2015-01-10
218,9,2,34.51,759.0,662.716,-0.974928,-0.222521,2,2015-01-10
219,9,3,33.35,752.0,688.364,-0.974928,-0.222521,3,2015-01-10
220,9,4,32.68,751.0,703.931,-0.974928,-0.222521,4,2015-01-10
221,9,5,34.51,775.0,711.438,-0.974928,-0.222521,5,2015-01-10
222,9,6,42.99,860.0,690.753,-0.974928,-0.222521,6,2015-01-10
223,9,7,49.11,1007.0,671.713,-0.974928,-0.222521,7,2015-01-10
224,9,8,50.16,1072.0,632.09,-0.974928,-0.222521,8,2015-01-10
225,9,9,49.28,1110.0,595.605,-0.974928,-0.222521,9,2015-01-10
226,9,10,47.01,1114.0,584.347,-0.974928,-0.222521,10,2015-01-10
227,9,11,44.49,1125.0,574.412,-0.974928,-0.222521,11,2015-01-10
228,9,12,40.78,1089.0,557.152,-0.974928,-0.222521,12,2015-01-10
229,9,13,38.0,1040.0,523.98,-0.974928,-0.222521,13,2015-01-10
230,9,14,39.46,1056.0,507.671,-0.974928,-0.222521,14,2015-01-10
231,9,15,45.0,1035.0,489.111,-0.974928,-0.222521,15,2015-01-10
232,9,16,52.0,1038.0,485.572,-0.974928,-0.222521,16,2015-01-10
233,9,17,75.9,1140.0,495.067,-0.974928,-0.222521,17,2015-01-10
234,9,18,79.0,1213.0,500.327,-0.974928,-0.222521,18,2015-01-10
235,9,19,74.99,1232.0,488.978,-0.974928,-0.222521,19,2015-01-10
236,9,20,66.4,1212.0,465.267,-0.974928,-0.222521,20,2015-01-10
237,9,21,53.69,1117.0,444.991,-0.974928,-0.222521,21,2015-01-10
238,9,22,47.11,1030.0,445.932,-0.974928,-0.222521,22,2015-01-10
239,9,23,40.83,942.0,464.773,-0.974928,-0.222521,23,2015-01-10
240,10,0,39.24,872.0,480.13,-0.781831,0.62349,0,2015-01-11
241,10,1,34.45,800.0,467.001,-0.781831,0.62349,1,2015-01-11
242,10,2,27.74,762.0,456.822,-0.781831,0.62349,2,2015-01-11
243,10,3,20.0,757.0,444.872,-0.781831,0.62349,3,2015-01-11
244,10,4,20.0,753.0,436.833,-0.781831,0.62349,4,2015-01-11
245,10,5,25.01,763.0,427.522,-0.781831,0.62349,5,2015-01-11
246,10,6,33.76,808.0,421.624,-0.781831,0.62349,6,2015-01-11
247,10,7,37.27,860.0,429.984,-0.781831,0.62349,7,2015-01-11
248,10,8,38.78,926.0,444.99,-0.781831,0.62349,8,2015-01-11
249,10,9,40.01,999.0,471.929,-0.781831,0.62349,9,2015-01-11
250,10,10,37.0,1013.0,524.02,-0.781831,0.62349,10,2015-01-11
251,10,11,34.51,1065.0,583.214,-0.781831,0.62349,11,2015-01-11
252,10,12,33.76,1067.0,631.157,-0.781831,0.62349,12,2015-01-11
253,10,13,28.0,1066.0,657.009,-0.781831,0.62349,13,2015-01-11
254,10,14,30.2,964.0,665.765,-0.781831,0.62349,14,2015-01-11
255,10,15,35.51,975.0,654.312,-0.781831,0.62349,15,2015-01-11
256,10,16,44.53,1008.0,629.076,-0.781831,0.62349,16,2015-01-11
257,10,17,53.48,1093.0,598.807,-0.781831,0.62349,17,2015-01-11
258,10,18,55.0,1148.0,551.007,-0.781831,0.62349,18,2015-01-11
259,10,19,58.71,1190.0,473.984,-0.781831,0.62349,19,2015-01-11
260,10,20,55.6,1195.0,392.945,-0.781831,0.62349,20,2015-01-11
261,10,21,49.21,1119.0,333.838,-0.781831,0.62349,21,2015-01-11
262,10,22,45.01,1035.0,280.825,-0.781831,0.62349,22,2015-01-11
263,10,23,38.96,939.0,221.924,-0.781831,0.62349,23,2015-01-11
264,11,0,33.78,842.0,261.143,0.0,1.0,0,2015-01-12
265,11,1,28.3,792.0,202.749,0.0,1.0,1,2015-01-12
266,11,2,22.08,754.0,147.483,0.0,1.0,2,2015-01-12
267,11,3,19.8,755.0,107.764,0.0,1.0,3,2015-01-12
268,11,4,25.0,755.0,83.952,0.0,1.0,4,2015-01-12
269,11,5,33.62,779.0,69.955,0.0,1.0,5,2015-01-12
270,11,6,48.07,900.0,64.479,0.0,1.0,6,2015-01-12
271,11,7,55.23,1077.0,62.269,0.0,1.0,7,2015-01-12
272,11,8,65.0,1160.0,53.297,0.0,1.0,8,2015-01-12
273,11,9,61.28,1167.0,45.492,0.0,1.0,9,2015-01-12
274,11,10,54.28,1135.0,36.32,0.0,1.0,10,2015-01-12
275,11,11,53.36,1142.0,13.926,0.0,1.0,11,2015-01-12
276,11,12,47.88,1118.0,3.342,0.0,1.0,12,2015-01-12
277,11,13,48.36,1144.0,5.054,0.0,1.0,13,2015-01-12
278,11,14,52.69,1107.0,12.716,0.0,1.0,14,2015-01-12
279,11,15,57.35,1071.0,19.255,0.0,1.0,15,2015-01-12
280,11,16,61.91,1075.0,18.269,0.0,1.0,16,2015-01-12
281,11,17,77.99,1199.0,18.89,0.0,1.0,17,2015-01-12
282,11,18,83.0,1258.0,22.918,0.0,1.0,18,2015-01-12
283,11,19,76.13,1262.0,28.619,0.0,1.0,19,2015-01-12
284,11,20,69.99,1230.0,31.261,0.0,1.0,20,2015-01-12
285,11,21,60.99,1147.0,34.677,0.0,1.0,21,2015-01-12
286,11,22,53.69,1045.0,42.154,0.0,1.0,22,2015-01-12
287,11,23,45.74,942.0,48.644,0.0,1.0,23,2015-01-12
288,12,0,44.2,860.0,39.978,0.781831,0.62349,0,2015-01-13
289,12,1,41.53,801.0,48.435,0.781831,0.62349,1,2015-01-13
290,12,2,40.78,769.0,46.495,0.781831,0.62349,2,2015-01-13
291,12,3,40.288547,762.0,43.822,0.781831,0.62349,3,2015-01-13
292,12,4,41.53,766.0,29.666,0.781831,0.62349,4,2015-01-13
293,12,5,46.59,792.0,24.283,0.781831,0.62349,5,2015-01-13
294,12,6,51.54,912.0,13.171,0.781831,0.62349,6,2015-01-13
295,12,7,57.03,1110.0,11.225,0.781831,0.62349,7,2015-01-13
296,12,8,70.0,1192.0,7.957,0.781831,0.62349,8,2015-01-13
297,12,9,64.97,1188.0,4.215,0.781831,0.62349,9,2015-01-13
298,12,10,59.946946,1143.0,4.349,0.781831,0.62349,10,2015-01-13
299,12,11,55.39,1175.0,0.987,0.781831,0.62349,11,2015-01-13
300,12,12,49.44,1160.0,1.644,0.781831,0.62349,12,2015-01-13
301,12,13,49.04,1188.0,6.531,0.781831,0.62349,13,2015-01-13
302,12,14,53.157845,1152.0,16.182,0.781831,0.62349,14,2015-01-13
303,12,15,57.80613,1123.0,26.356,0.781831,0.62349,15,2015-01-13
304,12,16,66.73,1116.0,28.369,0.781831,0.62349,16,2015-01-13
305,12,17,78.41,1233.0,26.164,0.781831,0.62349,17,2015-01-13
306,12,18,81.11,1287.0,32.022,0.781831,0.62349,18,2015-01-13
307,12,19,74.0,1287.0,49.754,0.781831,0.62349,19,2015-01-13
308,12,20,68.99,1245.0,52.414,0.781831,0.62349,20,2015-01-13
309,12,21,60.99,1162.0,53.609,0.781831,0.62349,21,2015-01-13
310,12,22,53.13,1062.0,53.394,0.781831,0.62349,22,2015-01-13
311,12,23,48.47,958.0,57.677,0.781831,0.62349,23,2015-01-13
312,13,0,42.78,838.0,55.585,0.974928,-0.222521,0,2015-01-14
313,13,1,39.0,791.0,59.977,0.974928,-0.222521,1,2015-01-14
314,13,2,38.0,769.0,65.213,0.974928,-0.222521,2,2015-01-14
315,13,3,38.0,760.0,69.929,0.974928,-0.222521,3,2015-01-14
316,13,4,40.21,764.0,71.465,0.974928,-0.222521,4,2015-01-14
317,13,5,43.53,796.0,71.839,0.974928,-0.222521,5,2015-01-14
318,13,6,47.92,947.0,73.919,0.974928,-0.222521,6,2015-01-14
319,13,7,54.56,1133.0,76.234,0.974928,-0.222521,7,2015-01-14
320,13,8,64.42,1194.0,83.423,0.974928,-0.222521,8,2015-01-14
321,13,9,59.99,1207.0,97.663,0.974928,-0.222521,9,2015-01-14
322,13,10,54.87,1223.0,121.408,0.974928,-0.222521,10,2015-01-14
323,13,11,52.73,1240.0,152.163,0.974928,-0.222521,11,2015-01-14
324,13,12,48.12,1219.0,180.454,0.974928,-0.222521,12,2015-01-14
325,13,13,48.0,1150.0,205.833,0.974928,-0.222521,13,2015-01-14
326,13,14,50.37,1128.0,224.216,0.974928,-0.222521,14,2015-01-14
327,13,15,53.45,1081.0,236.195,0.974928,-0.222521,15,2015-01-14
328,13,16,57.04,1070.0,238.308,0.974928,-0.222521,16,2015-01-14
329,13,17,60.99,1187.0,236.383,0.974928,-0.222521,17,2015-01-14
330,13,18,61.91,1231.0,226.006,0.974928,-0.222521,18,2015-01-14
331,13,19,57.99,1242.0,201.953,0.974928,-0.222521,19,2015-01-14
332,13,20,51.75,1210.0,173.279,0.974928,-0.222521,20,2015-01-14
333,13,21,49.5,1126.0,149.936,0.974928,-0.222521,21,2015-01-14
334,13,22,49.608033,1024.0,139.432,0.974928,-0.222521,22,2015-01-14
335,13,23,44.21,935.0,133.239,0.974928,-0.222521,23,2015-01-14
336,14,0,43.83,872.0,135.252,0.433884,-0.900969,0,2015-01-15
337,14,1,41.0,815.0,129.204,0.433884,-0.900969,1,2015-01-15
338,14,2,39.0,791.0,124.152,0.433884,-0.900969,2,2015-01-15
339,14,3,39.0,780.0,120.858,0.433884,-0.900969,3,2015-01-15
340,14,4,41.0,779.0,117.599,0.433884,-0.900969,4,2015-01-15
341,14,5,45.53,820.0,111.133,0.433884,-0.900969,5,2015-01-15
342,14,6,50.32,957.0,103.573,0.433884,-0.900969,6,2015-01-15
343,14,7,58.83,1144.0,94.866,0.433884,-0.900969,7,2015-01-15
344,14,8,69.96,1195.0,84.156,0.433884,-0.900969,8,2015-01-15
345,14,9,66.73,1201.0,76.176,0.433884,-0.900969,9,2015-01-15
346,14,10,61.51,1141.0,68.9,0.433884,-0.900969,10,2015-01-15
347,14,11,56.72,1155.0,61.549,0.433884,-0.900969,11,2015-01-15
348,14,12,50.0,1129.0,54.248,0.433884,-0.900969,12,2015-01-15
349,14,13,49.95,1074.0,49.929,0.433884,-0.900969,13,2015-01-15
350,14,14,53.12,1031.0,51.04,0.433884,-0.900969,14,2015-01-15
351,14,15,54.27,1006.0,61.389,0.433884,-0.900969,15,2015-01-15
352,14,16,57.35,1032.0,75.213,0.433884,-0.900969,16,2015-01-15
353,14,17,63.99,1187.0,99.921,0.433884,-0.900969,17,2015-01-15
354,14,18,63.99,1275.0,133.523,0.433884,-0.900969,18,2015-01-15
355,14,19,60.77,1297.0,173.744,0.433884,-0.900969,19,2015-01-15
356,14,20,52.2,1265.0,211.644,0.433884,-0.900969,20,2015-01-15
357,14,21,50.66,1179.0,246.659,0.433884,-0.900969,21,2015-01-15
358,14,22,48.4,1086.0,267.915,0.433884,-0.900969,22,2015-01-15
359,14,23,43.79,985.0,276.535,0.433884,-0.900969,23,2015-01-15
